num_gpu,duration,submit_time,iterations,model
2,5160,4452593,10320,bert
5,5398,5541823,10796,bert
5,2408,5192903,4816,bert
10,11457,6270209,22914,bert
5,4194,5884123,8388,bert
2,5841,5190133,11682,bert
5,1821,5016031,3642,bert
1,1935,5273828,3870,bert
20,18051,5275277,36102,alexnet
8,13299,6195352,26598,bert
4,128,5115472,256,bert
5,2550,5097696,5100,bert
5,3011,3800392,6022,bert
1,1012,5370507,2024,bert
1,4364,5199348,8728,bert
5,3344,4711875,6688,bert
9,12284,4796081,24568,bert
5,58,5371594,116,bert
1,125,4351353,250,bert
5,319,5737326,638,bert
1,128976,4072244,257952,bert
8,40234,6196013,80468,bert
5,3337,3996882,6674,bert
5,4398,6061452,8796,bert
5,3024,4711814,6048,bert
50,535,5555549,1070,bert
1,2049,5360626,4098,bert
5,4421,5695372,8842,bert
5,1463,6221961,2926,bert
5,4197,5884133,8394,bert
5,3963,5357423,7926,bert
5,5311,6392181,10622,bert
5,68,3814041,136,bert
5,4402,5884271,8804,bert
5,5398,5573597,10796,bert
4,2219,4000816,4438,bert
5,67,5208222,134,bert
1,91,5013094,182,bert
5,4341,5884230,8682,bert
5,4320,6222087,8640,bert
5,5120,6306259,10240,bert
5,4117,3886079,8234,bert
10,1070,6162143,2140,bert
5,3431,4663983,6862,bert
1,11390,5316470,22780,bert
8,4185,5129223,8370,bert
8,5362,4771420,10724,bert
5,647,5367499,1294,bert
1,111,5559758,222,bert
1,201,4734491,402,bert
1,2458,4397255,4916,bert
1,8778,5464305,17556,bert
5,5255,5535976,10510,bert
5,5238,3886324,10476,bert
5,2280,5192899,4560,bert
5,3824,5835170,7648,bert
5,373,4610840,746,bert
5,3371,4344786,6742,bert
8,141016,4787353,282032,bert
5,4969,6078901,9938,bert
8,127686,5580202,255372,bert
5,2387,5289815,4774,bert
5,331,5813158,662,bert
5,3433,6061411,6866,bert
5,74,5540376,148,bert
5,62,4261625,124,bert
5,77,4157010,154,bert
5,351,4954737,702,bert
5,3045,4753494,6090,bert
5,3450,4711807,6900,bert
6,4260,6263878,8520,bert
5,5364,5573595,10728,bert
5,95,6392279,190,bert
5,4436,6005855,8872,bert
10,1723,6270062,3446,bert
8,115,4811040,230,bert
5,80466,4165921,160932,bert
1,859,5284210,1718,bert
1,1910,4327272,3820,bert
3,4700,6263804,9400,bert
1,71,5401733,142,bert
6,5386,6263273,10772,bert
5,4391,6222168,8782,bert
5,318,3785447,636,bert
1,22032,4847262,44064,bert
5,5314,5573597,10628,bert
5,2424,5016220,4848,bert
5,232,6222179,464,bert
12,22762,5273288,45524,alexnet
1,4108,5543201,8216,bert
5,4048,6221961,8096,bert
1,1061,5362088,2122,bert
5,3075,5097998,6150,bert
8,9415,5814106,18830,bert
1,641,5470453,1282,bert
5,5302,5541825,10604,bert
5,2254,4711876,4508,bert
75,806,6002543,1612,bert
2,44933,6002540,89866,bert
5,5043,6392179,10086,bert
1,2571,5273148,5142,bert
1,807,5317976,1614,bert
5,4387,6061451,8774,bert
5,4968,6142406,9936,bert
1,189,3817830,378,bert
16,30451,5971907,60902,bert
5,4171,3800307,8342,bert
5,305,4952984,610,bert
5,134,6222202,268,bert
5,3704,3919475,7408,bert
5,42212,4165624,84424,bert
5,1196,5610708,2392,bert
5,789,6142305,1578,bert
2,4893,4292867,9786,bert
5,4358,5835190,8716,bert
5,371,5142566,742,bert
8,15382,6130151,30764,bert
1,131,4808547,262,bert
8,140708,3638958,281416,bert
5,5385,5610708,10770,bert
5,5258,3919472,10516,bert
5,5310,5573600,10620,bert
5,2425,5016219,4850,bert
5,5835,4127883,11670,bert
5,46959,4261088,93918,bert
5,2833,5192901,5666,bert
5,82,5313270,164,bert
5,5028,6078908,10056,bert
5,401,4610350,802,bert
1,9023,5464305,18046,bert
5,2891,3800529,5782,bert
5,3002,3973870,6004,bert
5,3677,4698723,7354,bert
1,2404,5544439,4808,bert
8,139780,5549817,279560,bert
1,9847,4090473,19694,bert
1,6279,5492555,12558,bert
1,11666,5464306,23332,bert
5,4271,5884207,8542,bert
10,9504,4735648,19008,bert
5,79,3785605,158,bert
5,5376,5695367,10752,bert
5,3579,4752832,7158,bert
8,163261,4732024,326522,bert
2,2151,4057765,4302,bert
2,12388,4821031,24776,bert
5,345,5142432,690,bert
5,5023,6078915,10046,bert
1,2163,4264442,4326,bert
5,5388,5610706,10776,bert
10,151,5825896,302,bert
5,54,5142982,108,bert
1,2008,4610053,4016,bert
5,6086,5541821,12172,bert
1,22,3998488,44,bert
8,102979,5367493,205958,bert
5,382,4341853,764,bert
5,5600,5923100,11200,bert
5,64,4955716,128,bert
5,3275,4403290,6550,bert
5,2617,4615746,5234,bert
1,809,5468483,1618,bert
5,77,3814108,154,bert
1,173,4154902,346,bert
5,295,4939713,590,bert
1,1012,5412300,2024,bert
4,1359,4823719,2718,bert
5,4162,3919442,8324,bert
5,4303,6005855,8606,bert
5,2909,3800530,5818,bert
5,4262,5884252,8524,bert
25,132,4494882,264,inception
5,3646,5015570,7292,bert
5,3708,4615637,7416,bert
5,1004,4615747,2008,bert
5,4327,5884243,8654,bert
5,4332,5884127,8664,bert
5,67,3785844,134,bert
5,3820,5541853,7640,bert
5,437,4152584,874,bert
5,4455,6306259,8910,bert
5,4923,5999691,9846,bert
8,40312,6131108,80624,bert
5,173,4881707,346,bert
5,3769,6078911,7538,bert
5,2303,4664100,4606,bert
1,9771,4006021,19542,bert
8,127280,5580256,254560,bert
5,352,3785240,704,bert
1,62,6062014,124,bert
5,34458,4166020,68916,bert
5,77,5142951,154,bert
5,4267,5884116,8534,bert
1,203,5402953,406,bert
1,7850,4280468,15700,bert
5,329,3784822,658,bert
10,279,6162340,558,bert
5,5145,6078913,10290,bert
1,959,5293106,1918,bert
5,4463,5884273,8926,bert
10,874,6161486,1748,bert
5,3439,3886082,6878,bert
5,366,5312675,732,bert
5,5304,3919472,10608,bert
5,4224,5884235,8448,bert
1,202,4674358,404,bert
5,1269,4059931,2538,bert
5,4073,5303680,8146,bert
5,4348,3919444,8696,bert
5,3209,4854001,6418,bert
5,467,5541007,934,bert
5,3629,3886202,7258,bert
5,4741,4059782,9482,bert
8,208493,5580724,416986,bert
5,5313,5781595,10626,bert
5,4016,5303682,8032,bert
8,2871,5363799,5742,bert
10,53,6168075,106,bert
5,46650,4261090,93300,bert
1,112,5366346,224,bert
5,3600,4663985,7200,bert
1,2539,4609294,5078,bert
1,1680,5453144,3360,bert
10,178,5825478,356,bert
2,85,5333132,170,bert
10,178,5825508,356,bert
1,4029,5543203,8058,bert
5,4487,5884228,8974,bert
8,30782,4069965,61564,bert
5,4087,3973836,8174,bert
1,314,5380322,628,bert
6,5664,6263263,11328,bert
5,3689,5015569,7378,bert
5,438,6354267,876,bert
5,5313,5781590,10626,bert
1,1231,5274954,2462,bert
5,4322,3886204,8644,bert
5,4895,6142404,9790,bert
5,4977,6078892,9954,bert
5,11185,4059577,22370,bert
10,191,5825447,382,bert
5,1005,4403682,2010,bert
1,56,4735337,112,bert
5,11952,4166018,23904,bert
5,4886,4059784,9772,bert
5,359,4085705,718,bert
5,3209,4615322,6418,bert
5,98,5584883,196,bert
5,5285,5514077,10570,bert
5,1252,5314423,2504,bert
32,1497,6144809,2994,bert
5,4079,3800309,8158,bert
1,2399,5086621,4798,bert
5,5346,5923098,10692,bert
1,1869,5273269,3738,bert
5,483,4096048,966,bert
5,4391,5884133,8782,bert
1,92,4501803,184,bert
1,2426,5000379,4852,bert
5,3909,5695390,7818,bert
5,5486,5781592,10972,bert
1,2122,5544428,4244,bert
1,7961,4280467,15922,bert
10,147,6160798,294,bert
50,6550,5553177,13100,bert
5,5274,5541823,10548,bert
25,204,4329298,408,inception
1,246,5464305,492,bert
5,3320,4663983,6640,bert
1,233,5356975,466,bert
1,1035,5469825,2070,bert
8,9410,5885569,18820,bert
5,4333,5884258,8666,bert
5,5443,5610707,10886,bert
5,2355,5097697,4710,bert
5,4978,6078907,9956,bert
1,2160,5544435,4320,bert
5,97,4953541,194,bert
2,2601,4609008,5202,bert
1,103,5368186,206,bert
5,84,5970572,168,bert
5,2363,5098431,4726,bert
5,2297,4711832,4594,bert
5,4433,3919441,8866,bert
5,18228,4059577,36456,bert
5,339,4149819,678,bert
5,5216,5514078,10432,bert
5,3575,4752830,7150,bert
5,62,5139156,124,bert
5,105,4102919,210,bert
4,143,4158437,286,bert
1,2193,5544431,4386,bert
1,61,4753708,122,bert
5,72,4941001,144,bert
5,47020,4261089,94040,bert
16,955,4607226,1910,bert
5,80,4940142,160,bert
5,3660,4663985,7320,bert
1,113860,4262873,227720,bert
20,11837,4752463,23674,bert
5,4352,5999685,8704,bert
1,904,5385790,1808,bert
5,3662,3800466,7324,bert
1,953,5411184,1906,bert
1,188,3985742,376,bert
5,513,4086041,1026,bert
1,594,5479948,1188,bert
5,5019,6078904,10038,bert
5,5283,5695370,10566,bert
5,3734,6306478,7468,bert
5,2489,5097698,4978,bert
1,938,5477664,1876,bert
5,2789,5192900,5578,bert
5,2871,5192279,5742,bert
25,961,5285497,1922,inception
4,39,5367251,78,bert
5,7187,5923096,14374,bert
5,5406,5573605,10812,bert
5,5051,6078889,10102,bert
5,4087,3973837,8174,bert
5,3731,5433701,7462,bert
1,2418,4225250,4836,bert
5,4086,5297693,8172,bert
5,4034,5357429,8068,bert
5,76,6142432,152,bert
20,30001,4328660,60002,alexnet
5,4278,5884228,8556,bert
5,4946,6142403,9892,bert
5,5564,5923100,11128,bert
5,401,5969613,802,bert
1,541,5477756,1082,bert
1,2119,5544456,4238,bert
5,3071,4930648,6142,bert
50,2064,4233443,4128,inception
5,4469,6306258,8938,bert
5,3763,3973935,7526,bert
5,3817,3973937,7634,bert
1,56,5111986,112,bert
10,296,6270922,592,bert
5,373,5240019,746,bert
5,3505,5097994,7010,bert
8,95,4839155,190,bert
5,77,4612498,154,bert
5,368,4068225,736,bert
5,3814,5610817,7628,bert
4,553,4502534,1106,bert
5,638,5610818,1276,bert
32,2252,5196044,4504,bert
5,5238,5541824,10476,bert
5,2457,5016222,4914,bert
5,424,4079508,848,bert
1,255,5285314,510,bert
5,3323,3996883,6646,bert
1,551,5477788,1102,bert
5,4512,5884227,9024,bert
1,2683,3879675,5366,bert
5,2527,4664100,5054,bert
5,5342,5883756,10684,bert
5,4782,4059786,9564,bert
5,461,3813964,922,bert
5,417,4881082,834,bert
5,5290,5514078,10580,bert
1,768,5467125,1536,bert
5,81096,4165926,162192,bert
5,1476,5098209,2952,bert
5,5445,5695365,10890,bert
5,2512,5098428,5024,bert
5,11140,3996975,22280,bert
1,807,5317975,1614,bert
2,4894,5156475,9788,bert
5,91,4956290,182,bert
1,3786,5544563,7572,bert
8,1740,5380846,3480,bert
8,8098,5111317,16196,bert
5,87,5313769,174,bert
1,2060,5544452,4120,bert
1,2883,5292953,5766,bert
5,3934,5303681,7868,bert
3,76,4897875,152,bert
8,13099,5264739,26198,bert
5,143,5815071,286,bert
5,3629,4930088,7258,bert
5,1028,4853937,2056,bert
5,2951,4752832,5902,bert
5,4315,5884245,8630,bert
1,4379,5544438,8758,bert
5,2900,5098430,5800,bert
8,105330,5813771,210660,bert
1,748,5477804,1496,bert
8,47276,5550192,94552,bert
5,3367,4059930,6734,bert
5,426,4611003,852,bert
1,4628,5199341,9256,bert
12,15029,5192088,30058,alexnet
5,10348,3831117,20696,bert
5,4374,6306259,8748,bert
8,102996,5242234,205992,bert
5,5488,6078906,10976,bert
1,94,5632232,188,bert
1,2501,4053225,5002,bert
5,3259,5192616,6518,bert
5,5364,5695368,10728,bert
5,2982,4930648,5964,bert
1,889,5315571,1778,bert
10,196,5825421,392,bert
5,3750,5015567,7500,bert
5,3871,3919500,7742,bert
1,939,5274488,1878,bert
5,3800,5289705,7600,bert
5,194,6354409,388,bert
5,4742,5923101,9484,bert
5,2843,5098428,5686,bert
32,458058,5231582,916116,bert
5,2449,5098431,4898,bert
5,3616,4711808,7232,bert
5,10739,3996973,21478,bert
5,355,4753750,710,bert
5,5286,5573598,10572,bert
5,3637,4344783,7274,bert
5,5473,5695366,10946,bert
1,22,3998141,44,bert
1,263,5287054,526,bert
5,3271,3919519,6542,bert
5,1181,6039784,2362,bert
5,378,5142821,756,bert
5,468,3785996,936,bert
5,5284,3886326,10568,bert
5,3404,4344787,6808,bert
5,4928,5514510,9856,bert
5,5246,5514078,10492,bert
5,3255,4059930,6510,bert
5,4380,3919444,8760,bert
5,68,5026115,136,bert
5,11100,3982815,22200,bert
5,374,5138426,748,bert
5,3404,4344787,6808,bert
5,3592,3973938,7184,bert
5,5258,5535977,10516,bert
8,164950,5741127,329900,bert
5,3763,5835169,7526,bert
10,273,5825465,546,bert
5,332,4084813,664,bert
5,3513,4344786,7026,bert
5,3295,4059422,6590,bert
1,13764,5083816,27528,bert
1,13716,5329942,27432,bert
5,5453,5610705,10906,bert
5,61,3814216,122,bert
1,253,4855872,506,bert
5,56,4329244,112,bert
5,2382,5884295,4764,bert
1,71,4735471,142,bert
5,3287,4698850,6574,bert
5,384,4931852,768,bert
5,136,5222833,272,bert
5,348,3898519,696,bert
1,991,5368149,1982,bert
1,6985,4861105,13970,bert
10,4324,6070982,8648,bert
8,7051,6130816,14102,bert
5,72,5313352,144,bert
10,125,6161653,250,bert
1,274,5476594,548,bert
1,274,5974190,548,bert
5,4164,5357429,8328,bert
5,4233,5999684,8466,bert
1,930,5374622,1860,bert
5,4673,3997083,9346,bert
10,120,5440629,240,bert
8,48191,5741079,96382,bert
5,3234,4854001,6468,bert
5,98,4955568,196,bert
10,9879,5401130,19758,bert
4,3052,4001265,6104,bert
5,101,4941428,202,bert
1,210,4954982,420,bert
5,118,4881419,236,bert
5,159,5815794,318,bert
5,2524,3996885,5048,bert
2,1455,4796165,2910,bert
8,1746,4687859,3492,bert
1,121572,4251681,243144,bert
5,5030,6392181,10060,bert
5,353,4933542,706,bert
5,387,4939422,774,bert
1,847,5379424,1694,bert
5,166,6372839,332,bert
5,359,5369683,718,bert
10,179,6070993,358,bert
50,967,3810765,1934,bert
4,101,4166354,202,bert
5,3084,4711877,6168,bert
5,5853,5610704,11706,bert
8,40451,5816371,80902,bert
5,80975,4165923,161950,bert
5,4170,5297697,8340,bert
5,3065,3919524,6130,bert
10,186,6070933,372,bert
5,70,5026128,140,bert
5,11045,3982815,22090,bert
5,2293,4698771,4586,bert
5,396,4262896,792,bert
1,935,5478688,1870,bert
15,8911,4605472,17822,bert
4,889,5110890,1778,bert
1,1648,5456169,3296,bert
5,81,4611723,162,bert
10,685,6161221,1370,bert
8,18270,4687444,36540,bert
8,12709,4597460,25418,bert
5,740,6222114,1480,bert
5,5106,6078902,10212,bert
5,4380,6306258,8760,bert
5,1410,5016032,2820,bert
5,3374,5192277,6748,bert
1,334,5380305,668,bert
1,325,5977499,650,bert
5,4201,5303681,8402,bert
1,2123,4264437,4246,bert
5,2828,5192903,5656,bert
5,4369,3919443,8738,bert
1,11885,4006021,23770,bert
5,5353,5883762,10706,bert
5,5330,5781595,10660,bert
5,4926,6078894,9852,bert
5,3493,3973940,6986,bert
5,5348,3919472,10696,bert
10,508,6168601,1016,bert
1,1355,5370261,2710,bert
5,85,5139844,170,bert
5,3141,3982782,6282,bert
5,3538,4698723,7076,bert
5,308,6079076,616,bert
1,716,5477442,1432,bert
5,5546,5573597,11092,bert
1,593,4162342,1186,bert
5,59,5240340,118,bert
1,2671,5544454,5342,bert
5,340,4067641,680,bert
5,4206,5303681,8412,bert
5,3869,5303859,7738,bert
5,6094,3919499,12188,bert
5,5008,3997080,10016,bert
5,621,5536016,1242,bert
5,3658,5303862,7316,bert
5,3055,4853885,6110,bert
5,4010,5314336,8020,bert
8,2919,5380802,5838,bert
1,778,5469927,1556,bert
10,295,6160723,590,bert
1,548,5477743,1096,bert
5,76,4103263,152,bert
1,455,4802602,910,bert
10,330,6270363,660,bert
5,76,3899236,152,bert
8,7620,6130639,15240,bert
1,2531,4750745,5062,bert
1,515,5477705,1030,bert
1,80,4173765,160,bert
5,611,5970069,1222,bert
5,3950,6078699,7900,bert
5,4335,5884123,8670,bert
2,4821,3774174,9642,bert
8,5590,6301180,11180,bert
8,7652,6195675,15304,bert
5,5607,3973834,11214,bert
8,7641,5886682,15282,bert
5,3574,5289708,7148,bert
5,96,5143082,192,bert
5,4392,6306257,8784,bert
5,4443,6306259,8886,bert
5,3894,5610817,7788,bert
5,5322,6142407,10644,bert
6,6447,6263273,12894,bert
5,96,6370636,192,bert
5,119,3785659,238,bert
5,5423,5573600,10846,bert
5,3628,6306311,7256,bert
5,5331,5367463,10662,bert
5,3842,5781613,7684,bert
10,146,5825896,292,bert
8,127,5364106,254,bert
5,5029,6078903,10058,bert
1,283,5974037,566,bert
5,2484,5016218,4968,bert
5,3993,5314336,7986,bert
5,5404,5573601,10808,bert
1,198,4797599,396,bert
5,5263,5535974,10526,bert
1,838,5470983,1676,bert
1,961,5478858,1922,bert
5,109,6105572,218,bert
5,3438,4752830,6876,bert
5,3893,5695390,7786,bert
1,2377,5349572,4754,bert
5,79,5737780,158,bert
5,5681,5573600,11362,bert
5,39122,4261378,78244,bert
5,3169,5097552,6338,bert
5,4417,6142404,8834,bert
5,3748,5303862,7496,bert
5,379,5369998,758,bert
2,1503,4796458,3006,bert
5,3548,5536981,7096,bert
5,4973,5999689,9946,bert
5,315,4078497,630,bert
5,5372,5695369,10744,bert
5,4376,5835191,8752,bert
32,11028,5363918,22056,bert
5,5340,5695366,10680,bert
1,13000,5083823,26000,bert
5,4053,5314331,8106,bert
5,6299,4752832,12598,bert
1,4464,5544495,8928,bert
5,87,5139365,174,bert
1,128627,4072176,257254,bert
5,3669,4698723,7338,bert
5,3933,4930080,7866,bert
1,1273,5294220,2546,bert
5,4791,3919519,9582,bert
5,87,5969719,174,bert
5,4604,6142407,9208,bert
5,5275,5999685,10550,bert
1,979,5406825,1958,bert
1,3117,4609628,6234,bert
1,202,4768524,404,bert
2,5243,4734279,10486,bert
5,2984,4753495,5968,bert
5,5392,5535975,10784,bert
5,64,5208327,128,bert
8,41073,5887896,82146,bert
5,73,4069324,146,bert
5,5464,5781594,10928,bert
5,175,6372972,350,bert
5,71,3813593,142,bert
5,4135,3973836,8270,bert
5,3776,6039799,7552,bert
14,6839,6263586,13678,bert
5,2506,4403681,5012,bert
5,365,5138365,730,bert
1,61,5069472,122,bert
5,328,3784964,656,bert
5,3654,6306439,7308,bert
1,5482,5543201,10964,bert
10,334,6270047,668,bert
5,2873,5098424,5746,bert
10,1474,6162210,2948,bert
5,382,4610535,764,bert
25,136,5274471,272,inception
5,5041,6222022,10082,bert
5,5390,5535975,10780,bert
5,2653,5297700,5306,bert
5,400,4881232,800,bert
5,5166,6306259,10332,bert
5,3712,4403287,7424,bert
5,5179,3886326,10358,bert
1,1393,5199356,2786,bert
20,20015,4153766,40030,alexnet
3,4460,6263852,8920,bert
5,2790,5098423,5580,bert
64,6004,5886547,12008,bert
5,4041,5297695,8082,bert
8,744,5211608,1488,bert
8,143467,3639300,286934,bert
5,3067,4930649,6134,bert
5,52,4088804,104,bert
3,353,4206588,706,bert
5,3762,3886322,7524,bert
8,5518,6196227,11036,bert
5,5016,6078894,10032,bert
1,6213,5368144,12426,bert
5,3944,3919499,7888,bert
5,4381,6306258,8762,bert
5,4188,3886080,8376,bert
1,136,4280468,272,bert
5,1016,3800530,2032,bert
8,48337,5741254,96674,bert
1,1004,5318119,2008,bert
1,780,5477445,1560,bert
5,82,4086501,164,bert
5,4373,5884246,8746,bert
5,2514,5015722,5028,bert
1,12250,5464305,24500,bert
5,86,6105810,172,bert
1,62,5113630,124,bert
50,1713,4147400,3426,inception
1,228,4804233,456,bert
5,80810,4165923,161620,bert
5,2505,5192899,5010,bert
1,2069,5544473,4138,bert
5,4437,6142421,8874,bert
1,81,5315125,162,bert
5,3319,4930083,6638,bert
1,153,5372838,306,bert
5,4268,5884247,8536,bert
5,4955,6078898,9910,bert
25,221,4952521,442,inception
5,3621,4615634,7242,bert
10,197,5825435,394,bert
5,10637,3982815,21274,bert
5,4041,5314332,8082,bert
5,5092,6078908,10184,bert
1,1000,5471371,2000,bert
5,351,5812887,702,bert
1,899,5366218,1798,bert
5,4924,5999689,9848,bert
1,919,5283648,1838,bert
1,7339,4280467,14678,bert
5,93,4107295,186,bert
5,149,4881552,298,bert
1,1030,5368156,2060,bert
5,5397,5781594,10794,bert
1,132,4956040,264,bert
1,254,4809237,508,bert
1,164,5992271,328,bert
1,213,5977204,426,bert
5,149,4881518,298,bert
3,1798,4796166,3596,bert
10,74,4752978,148,inception
10,853,6167904,1706,bert
15,16549,4796164,33098,bert
5,3812,3886326,7624,bert
5,5040,5884264,10080,bert
10,10125,6270483,20250,bert
5,3058,5097992,6116,bert
5,2422,5016221,4844,bert
5,760,6222168,1520,bert
5,84,5737535,168,bert
5,3196,5097998,6392,bert
5,98,6354375,196,bert
5,65,5143254,130,bert
1,2213,5544426,4426,bert
5,3710,5303862,7420,bert
25,175,4669521,350,inception
10,420,6270337,840,bert
5,2672,6392489,5344,bert
5,2452,5098426,4904,bert
5,5076,6306261,10152,bert
5,5064,6142408,10128,bert
5,3357,3919475,6714,bert
5,4981,5884243,9962,bert
1,1000,5283344,2000,bert
5,2837,5016220,5674,bert
25,234,4180218,468,inception
5,3794,5289705,7588,bert
16,6900,5718428,13800,bert
7,4556,6263861,9112,bert
1,860,5412199,1720,bert
9,2281,6263224,4562,bert
5,5024,6078911,10048,bert
5,5378,5573601,10756,bert
1,2611,5544428,5222,bert
5,102,4953559,204,bert
5,355,5370306,710,bert
3,3517,6263708,7034,bert
8,143408,3639581,286816,bert
5,3237,3982866,6474,bert
5,2533,5192426,5066,bert
5,5940,3783120,11880,bert
5,418,4880749,836,bert
10,279,6270271,558,bert
4,29356,4326184,58712,bert
5,5406,5883751,10812,bert
5,47138,4261090,94276,bert
5,10676,3996975,21352,bert
8,7124,6195741,14248,bert
4,166,4759847,332,bert
8,15444,5557582,30888,bert
5,4705,5884133,9410,bert
8,281,5349801,562,bert
8,2635,3895796,5270,bert
1,1015,5365450,2030,bert
10,300,6160911,600,bert
5,3568,5289709,7136,bert
5,3539,3997144,7078,bert
1,9127,5464305,18254,bert
5,5420,5695369,10840,bert
5,4986,6142407,9972,bert
5,412,4611529,824,bert
10,208,5825460,416,bert
1,13216,4006021,26432,bert
5,67,3899113,134,bert
1,122,4759600,244,bert
5,2987,5192899,5974,bert
5,5364,4059422,10728,bert
5,5281,5535977,10562,bert
5,366,3977712,732,bert
5,3638,4344786,7276,bert
5,5239,5514076,10478,bert
5,5361,6142406,10722,bert
5,5547,5695370,11094,bert
1,193,5402938,386,bert
5,138,6061296,276,bert
50,799,4366941,1598,bert
5,481,4880283,962,bert
8,9681,5380709,19362,bert
1,3908,6060269,7816,bert
1,2009,4952734,4018,bert
5,47799,4261088,95598,bert
5,4063,5471028,8126,bert
5,4090,5357430,8180,bert
1,4149,4608888,8298,bert
1,939,5470632,1878,bert
1,1771,4819495,3542,bert
8,17215,4771174,34430,bert
5,5086,6078903,10172,bert
1,2696,4327331,5392,bert
5,85,5370877,170,bert
10,265,6270642,530,bert
5,5322,5610703,10644,bert
1,1873,5292974,3746,bert
5,177,5666734,354,bert
8,6511,5887620,13022,bert
1,14668,4725545,29336,bert
32,277366,4882127,554732,bert
5,1002,5015724,2004,bert
6,4949,6263936,9898,bert
8,208208,5740563,416416,bert
5,5374,5367462,10748,bert
5,4313,5884247,8626,bert
3,3765,6263674,7530,bert
5,4443,5884214,8886,bert
15,7956,4614150,15912,bert
5,102,4956100,204,bert
5,438,5192904,876,bert
32,1578,5996757,3156,bert
10,125,4735374,250,bert
5,60,4086855,120,bert
1,12562,5464305,25124,bert
5,3145,4753495,6290,bert
5,71,5371315,142,bert
8,40651,5886139,81302,bert
5,831,4881882,1662,bert
5,179,6354779,358,bert
25,193,4324040,386,inception
5,149,5737824,298,bert
1,8276,5038740,16552,bert
5,3115,6392378,6230,bert
1,2590,5778995,5180,bert
8,124893,5580137,249786,bert
1,1502,6051174,3004,bert
5,588,6105734,1176,bert
1,201,3985666,402,bert
4,88,5985572,176,bert
5,5394,5573601,10788,bert
5,3147,3886204,6294,bert
5,3290,4753493,6580,bert
5,4347,6222083,8694,bert
10,247,6160808,494,bert
5,3115,5314420,6230,bert
5,2438,5016222,4876,bert
5,3747,4930080,7494,bert
8,15,4948603,30,bert
5,234,6142455,468,bert
8,6845,5581080,13690,bert
4,235708,4357088,471416,bert
5,5475,5695365,10950,bert
5,350,3785141,700,bert
50,548,4019081,1096,bert
5,361,5142772,722,bert
1,2363,4952723,4726,bert
5,4053,5357429,8106,bert
5,132,3812068,264,bert
8,141921,3638496,283842,bert
1,273,5976562,546,bert
5,3062,4698847,6124,bert
1,88,4734737,176,bert
1,454,4884816,908,bert
8,164725,4732243,329450,bert
1,192,5021313,384,bert
1,102,5368185,204,bert
5,3143,4854006,6286,bert
5,342,5312794,684,bert
5,5380,5015877,10760,bert
5,5545,5923099,11090,bert
8,8443,5125181,16886,bert
5,4210,5314332,8420,bert
5,5651,5541821,11302,bert
5,5805,5514075,11610,bert
1,1063,5466069,2126,bert
5,4334,3886205,8668,bert
5,2398,5192901,4796,bert
1,74,4624287,148,bert
5,10709,3996972,21418,bert
5,4161,3886082,8322,bert
5,4422,5303681,8844,bert
5,395,5208018,790,bert
5,59,5240450,118,bert
5,2918,5098425,5836,bert
1,13171,5083822,26342,bert
5,2947,4344786,5894,bert
5,189,4881277,378,bert
20,20821,5756130,41642,bert
5,3715,5289713,7430,bert
32,4578,5231913,9156,bert
5,3275,4753494,6550,bert
5,382,4610664,764,bert
1,1060,5466068,2120,bert
1,2274,4609116,4548,bert
5,3387,4854001,6774,bert
5,5732,5923096,11464,bert
5,4988,5999687,9976,bert
5,5075,6222027,10150,bert
16,14162,5885261,28324,bert
5,4347,5884252,8694,bert
1,12385,5464305,24770,bert
1,2050,5544470,4100,bert
5,302,4078305,604,bert
5,3672,3919499,7344,bert
5,63,5371168,126,bert
5,3997,3973835,7994,bert
1,3864,5543201,7728,bert
6,5729,6263320,11458,bert
5,5300,5535979,10600,bert
5,454,4148888,908,bert
10,199,6162172,398,bert
5,3431,5097553,6862,bert
5,2524,4344873,5048,bert
5,686,3978197,1372,bert
5,5598,5573596,11196,bert
5,5002,6078902,10004,bert
1,3664,4327281,7328,bert
5,19095,4153227,38190,bert
5,3363,5289703,6726,bert
1,798,5404147,1596,bert
5,3644,4615316,7288,bert
5,493,6105934,986,bert
5,3409,5097994,6818,bert
5,3555,6306406,7110,bert
1,305,4976245,610,bert
1,190,4057167,380,bert
5,3049,5303774,6098,bert
50,588,3811892,1176,bert
5,3622,5192278,7244,bert
5,4462,5884264,8924,bert
5,5597,5610704,11194,bert
5,5094,5884228,10188,bert
5,5010,6078902,10020,bert
5,4237,5884214,8474,bert
5,3556,3800391,7112,bert
1,817,5364944,1634,bert
4,101,4164064,202,bert
25,1808,5469534,3616,alexnet
1,13484,5038737,26968,bert
1,910,5411356,1820,bert
5,5096,3997079,10192,bert
5,10686,4059576,21372,bert
1,899,5406487,1798,bert
50,612,4005034,1224,bert
5,3261,4930648,6522,bert
5,4465,5781595,8930,bert
1,4802,5543205,9604,bert
5,5362,5883748,10724,bert
5,2496,4615387,4992,bert
5,236,4284414,472,bert
5,176,5313127,352,bert
5,4310,5884248,8620,bert
5,4123,3800309,8246,bert
5,5369,5781590,10738,bert
5,3548,3982866,7096,bert
5,5526,5883765,11052,bert
5,3347,4854000,6694,bert
5,3657,4711808,7314,bert
5,3427,4059422,6854,bert
6,814,4181408,1628,bert
8,5819,5887719,11638,bert
25,174,4784771,348,inception
5,3076,3973967,6152,bert
5,208,6105676,416,bert
